"Reference","Latitude","Longitude"
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.6224585601,153.064938169
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5072707069,153.157128664
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.5037724927,153.152982739
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.4978923438,153.138578207
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.5005278121,153.129935358
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6267342315,153.072025681
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6350392901,153.072973827
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6438823398,153.080491562
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.6384897966,153.085454733
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5444717372,153.15970351
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5474348532,153.157975807
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5224883688,153.160107169
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.5059695226,153.132199579
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6559916255,153.024920666
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6455814421,153.030808272
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468277442,153.028608729
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Garden et al. 2010",-27.6468832955,153.020843224
"Knop et al. 2004",3.85666666667,98.0233333333
"Knop et al. 2004",3.865,98.0183333333
"Knop et al. 2004",3.84333333333,98.0333333333
"Knop et al. 2004",3.82333333333,98.0183333333
"Knop et al. 2004",3.8135,98.0431
"Knop et al. 2004",3.9598,98.06165
"Knop et al. 2004",3.94416666667,98.0842833333
"Knop et al. 2004",3.92,98.07
"Knop et al. 2004",3.92333333333,98.0483333333
"Scott et al. 2006",-24.8485666667,46.4590166667
"Scott et al. 2006",-24.8485666667,46.4590166667
"Scott et al. 2006",-24.8485666667,46.4590166667
"Scott et al. 2006",-24.8485666667,46.4590166667
"Scott et al. 2006",-24.8485666667,46.4590166667
"Scott et al. 2006",-24.8540833333,46.4699666667
"Scott et al. 2006",-24.8540833333,46.4699666667
"Scott et al. 2006",-24.8540833333,46.4699666667
"Scott et al. 2006",-24.8540833333,46.4699666667
"Scott et al. 2006",-24.8540833333,46.4699666667
"Scott et al. 2006",-24.8445,46.4612833333
"Scott et al. 2006",-24.8445,46.4612833333
"Scott et al. 2006",-24.8445,46.4612833333
"Scott et al. 2006",-24.8445,46.4612833333
"Scott et al. 2006",-24.8445,46.4612833333
"Scott et al. 2006",-24.8586666667,46.4588333333
"Scott et al. 2006",-24.8586666667,46.4588333333
"Scott et al. 2006",-24.8586666667,46.4588333333
"Scott et al. 2006",-24.8586666667,46.4588333333
"Scott et al. 2006",-24.8586666667,46.4588333333
"Scott et al. 2006",-24.84685,46.4488166667
"Scott et al. 2006",-24.84685,46.4488166667
"Scott et al. 2006",-24.84685,46.4488166667
"Scott et al. 2006",-24.84685,46.4488166667
"Scott et al. 2006",-24.84685,46.4488166667
"Scott et al. 2006",-24.8424333333,46.45625
"Scott et al. 2006",-24.8424333333,46.45625
"Scott et al. 2006",-24.8424333333,46.45625
"Scott et al. 2006",-24.8424333333,46.45625
"Scott et al. 2006",-24.8424333333,46.45625
"Scott et al. 2006",-24.8433,46.4571
"Scott et al. 2006",-24.8433,46.4571
"Scott et al. 2006",-24.8433,46.4571
"Scott et al. 2006",-24.8433,46.4571
"Scott et al. 2006",-24.8433,46.4571
"Scott et al. 2006",-24.8370166667,46.4582333333
"Scott et al. 2006",-24.8370166667,46.4582333333
"Scott et al. 2006",-24.8370166667,46.4582333333
"Scott et al. 2006",-24.8370166667,46.4582333333
"Scott et al. 2006",-24.8370166667,46.4582333333
"Scott et al. 2006",-24.8551333333,46.4522666667
"Scott et al. 2006",-24.8551333333,46.4522666667
"Scott et al. 2006",-24.8551333333,46.4522666667
"Scott et al. 2006",-24.8551333333,46.4522666667
"Scott et al. 2006",-24.8551333333,46.4522666667
"Scott et al. 2006",-24.8521,46.44255
"Scott et al. 2006",-24.8521,46.44255
"Scott et al. 2006",-24.8521,46.44255
"Scott et al. 2006",-24.8521,46.44255
"Scott et al. 2006",-24.8521,46.44255
"Scott et al. 2006",-24.8506666667,46.44255
"Scott et al. 2006",-24.8506666667,46.44255
"Scott et al. 2006",-24.8506666667,46.44255
"Scott et al. 2006",-24.8506666667,46.44255
"Scott et al. 2006",-24.8506666667,46.44255
"Scott et al. 2006",-24.8509666667,46.4568666667
"Scott et al. 2006",-24.8509666667,46.4568666667
"Scott et al. 2006",-24.8509666667,46.4568666667
"Scott et al. 2006",-24.8509666667,46.4568666667
"Scott et al. 2006",-24.8509666667,46.4568666667
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.4215,76.83094
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.39073,76.99461
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
"Sridhar et al. 2008",10.40329,76.87875
